dataset,task,representation,model,split_seed,partition,audit_count_in_stratum,stratum_coreset_score
CEAP,valence,electrodermal_thermal,gpu_mlp,20260923,audit,3,0.003682730575750908
CEAP,valence,electrodermal_thermal,gpu_mlp,20261007,audit,3,0.003682730575750908
CEAP,valence,electrodermal_thermal,linear_logistic,20260813,heldout,2,0.008455616760383693
CEAP,valence,electrodermal_thermal,linear_logistic,20260829,audit,2,0.008455616760383693
CEAP,valence,electrodermal_thermal,linear_logistic,20260911,audit,2,0.008455616760383693
CEAP,valence,electrodermal_thermal,linear_logistic,20260923,heldout,2,0.008455616760383693
CEAP,valence,electrodermal_thermal,linear_logistic,20261007,heldout,2,0.008455616760383693
CEAP,valence,minimal_pair,gpu_mlp,20260813,heldout,2,0.015479485141598177
CEAP,valence,minimal_pair,gpu_mlp,20260829,audit,2,0.015479485141598177
CEAP,valence,minimal_pair,gpu_mlp,20260911,audit,2,0.015479485141598177
CEAP,valence,minimal_pair,gpu_mlp,20260923,heldout,2,0.015479485141598177
CEAP,valence,minimal_pair,gpu_mlp,20261007,heldout,2,0.015479485141598177
CEAP,valence,minimal_pair,linear_logistic,20260813,audit,3,0.0037854115693109055
CEAP,valence,minimal_pair,linear_logistic,20260829,heldout,3,0.0037854115693109055
CEAP,valence,minimal_pair,linear_logistic,20260911,heldout,3,0.0037854115693109055
CEAP,valence,minimal_pair,linear_logistic,20260923,audit,3,0.0037854115693109055
CEAP,valence,minimal_pair,linear_logistic,20261007,audit,3,0.0037854115693109055
CEAP,valence,wearable_all,gpu_mlp,20260813,audit,3,0.011978969517831284
CEAP,valence,wearable_all,gpu_mlp,20260829,heldout,3,0.011978969517831284
CEAP,valence,wearable_all,gpu_mlp,20260911,heldout,3,0.011978969517831284
CEAP,valence,wearable_all,gpu_mlp,20260923,audit,3,0.011978969517831284
CEAP,valence,wearable_all,gpu_mlp,20261007,audit,3,0.011978969517831284
CEAP,valence,wearable_all,linear_logistic,20260813,heldout,2,0.02060776176818873
CEAP,valence,wearable_all,linear_logistic,20260829,audit,2,0.02060776176818873
CEAP,valence,wearable_all,linear_logistic,20260911,audit,2,0.02060776176818873
CEAP,valence,wearable_all,linear_logistic,20260923,heldout,2,0.02060776176818873
CEAP,valence,wearable_all,linear_logistic,20261007,heldout,2,0.02060776176818873
