dataset,task,representation,model,split_seed,identity_mean,identity_sd,action_mean,action_sd,displacement_mean,displacement_sd,decision_flip_fraction,z_identity_mean,z_identity_sd,z_action_mean,z_action_sd,z_displacement_mean,z_displacement_sd,z_decision_flip_fraction
SEED-IV,valence,all,linear_logistic,20260911,0.06582704740268722,0.011715348912085012,0.06582704740268722,0.011715348912085012,0.0,0.0,0.0,0.018155085068780524,0.13705770859524016,0.018155085068780524,0.13705770859524016,0.0,0.0,0.0
SEED-IV,valence,all,linear_logistic,20260923,0.06833588391818478,0.013309632543762348,0.06833588391818478,0.013309632543762348,0.0,0.0,0.0,0.12785423888877734,0.4589465430655136,0.12785423888877734,0.4589465430655136,0.0,0.0,0.0
SEED-IV,valence,all,linear_logistic,20261007,0.06797534337262995,0.013009767715492839,0.06797534337262995,0.013009767715492839,0.0,0.0,0.0,0.11208956370135446,0.39840327576197265,0.11208956370135446,0.39840327576197265,0.0,0.0,0.0
SEED-IV,valence,normalized_asymmetry,gpu_mlp,20260813,0.05552635153442617,0.007448173765966757,0.05552635153442617,0.007448173765966757,0.0,0.0,0.0,-0.4322439798066255,-0.7244929007021873,-0.4322439798066255,-0.7244929007021873,0.0,0.0,0.0
SEED-IV,valence,normalized_asymmetry,gpu_mlp,20260829,0.05309150726596025,0.007210570759251004,0.05309150726596025,0.007210570759251004,0.0,0.0,0.0,-0.538707814450394,-0.7724653902760156,-0.538707814450394,-0.7724653902760156,0.0,0.0,0.0
SEED-IV,valence,normalized_asymmetry,gpu_mlp,20260911,0.0534739771051424,0.006701343620932119,0.0534739771051424,0.006701343620932119,0.0,0.0,0.0,-0.5219842784763367,-0.8752792979002475,-0.5219842784763367,-0.8752792979002475,0.0,0.0,0.0
SEED-IV,valence,normalized_asymmetry,gpu_mlp,20260923,0.054288133364657376,0.007430565305085777,0.054288133364657376,0.007430565305085777,0.0,0.0,0.0,-0.48638520607989005,-0.7280480817485051,-0.48638520607989005,-0.7280480817485051,0.0,0.0,0.0
SEED-IV,valence,normalized_asymmetry,gpu_mlp,20261007,0.05210342099907965,0.006838515432411087,0.05210342099907965,0.006838515432411087,0.0,0.0,0.0,-0.5819119956349399,-0.8475840536903533,-0.5819119956349399,-0.8475840536903533,0.0,0.0,0.0
SEED-IV,valence,normalized_asymmetry,linear_logistic,20260813,0.0356431451388054,0.004883414292770153,0.0356431451388054,0.004883414292770153,0.0,0.0,0.0,-1.3016393761803782,-1.2423226150142341,-1.3016393761803782,-1.2423226150142341,0.0,0.0,0.0
SEED-IV,valence,normalized_asymmetry,linear_logistic,20260829,0.0340484400970681,0.004716787829849131,0.0340484400970681,0.004716787829849131,0.0,0.0,0.0,-1.3713680303156477,-1.2759648082073756,-1.3713680303156477,-1.2759648082073756,0.0,0.0,0.0
SEED-IV,valence,normalized_asymmetry,linear_logistic,20260911,0.03429685257922777,0.004385907732363369,0.03429685257922777,0.004385907732363369,0.0,0.0,0.0,-1.360506167088248,-1.3427701161293086,-1.360506167088248,-1.3427701161293086,0.0,0.0,0.0
SEED-IV,valence,normalized_asymmetry,linear_logistic,20260923,0.0348321752448035,0.0048650197285273,0.0348321752448035,0.0048650197285273,0.0,0.0,0.0,-1.3370991243927315,-1.2460365117933732,-1.3370991243927315,-1.2460365117933732,0.0,0.0,0.0
SEED-IV,valence,normalized_asymmetry,linear_logistic,20261007,0.03340119006625685,0.004470204182008763,0.03340119006625685,0.004470204182008763,0.0,0.0,0.0,-1.3996691094219837,-1.3257505059500394,-1.3996691094219837,-1.3257505059500394,0.0,0.0,0.0
SEED-IV,valence,relative_power,gpu_mlp,20260813,0.06849171981075247,0.010332167981711557,0.06849171981075247,0.010332167981711557,0.0,0.0,0.0,0.13466818050827323,-0.14220909731870854,0.13466818050827323,-0.14220909731870854,0.0,0.0,0.0
